gene,damage_score,gnomAD_SAS_AF,Variant_Classification,log2FoldChange,padj,direction,MutExpress_Priority
CUBN,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",-1.50243581888935,8.71418533567938e-50,DOWN,HIGH
CWH43,3.0,0.0,Missense_Mutation,2.13753780519544,3.20491205813606e-14,UP,HIGH
CX3CL1,3.0,0.0,Missense_Mutation,-2.3967505948089,1.11232904020202e-62,DOWN,HIGH
CXCL2,3.0,0.0,Missense_Mutation,-3.42015120795088,3.4918491191259297e-78,DOWN,HIGH
CXCR3,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.61966020922886,9.544291927022729e-26,UP,HIGH
CYP11B2,3.0,0.0,Missense_Mutation,1.61098515989717,7.74445835253721e-09,UP,HIGH
CYP1A1,3.0,0.0,Missense_Mutation,-4.00024376752854,1.7251961363813002e-47,DOWN,HIGH
CYP27B1,3.0,0.0,Missense_Mutation,1.56360422467486,1.44506899699756e-28,UP,HIGH
CYP2A13,3.0,0.0,Missense_Mutation,2.4217706384602,1.85616716602467e-13,UP,HIGH
CYP2A6,3.0,0.0,Missense_Mutation,2.17838313017329,2.2760597688669697e-11,UP,HIGH
CYP2A7,3.0,0.0,Missense_Mutation,2.4246321058199,4.14684847166347e-13,UP,HIGH
CYP7A1,3.0,0.0,Missense_Mutation,-1.65937145286424,2.00862548853386e-30,DOWN,HIGH
DAAM2,3.0,0.0,Missense_Mutation,-1.81264507820156,1.08081070220346e-69,DOWN,HIGH
DCAF4L2,3.0,0.0,Missense_Mutation,2.36214120045244,3.25239243766956e-38,UP,HIGH
DCDC1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",1.63529065007058,1.6363242749534201e-21,UP,HIGH
DCN,3.0,0.0,Missense_Mutation,-2.01655791286029,3.3445754904811197e-62,DOWN,HIGH
DDR2,3.0,0.0,Missense_Mutation,-2.64022714555512,9.529129233554811e-95,DOWN,HIGH
DDX39A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.50455515254913,1.78742933441525e-80,UP,HIGH
DDX53,3.0,0.0,Missense_Mutation,2.42124359068511,5.6066654553668e-05,UP,HIGH
DEPDC1,3.0,0.0,Missense_Mutation,3.24979513143329,4.6317519947471e-144,UP,HIGH
DEPDC1B,3.0,0.0,Missense_Mutation,2.92497742212602,2.0858227783812e-148,UP,HIGH
DHRS7C,3.0,0.0,Missense_Mutation,-2.0078485064812,2.6338960569192102e-17,DOWN,HIGH
DIAPH3,3.0,0.0,Missense_Mutation,2.27256873123666,3.53071571635418e-88,UP,HIGH
DLC1,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",-1.79899510759517,9.2330243227342e-80,DOWN,HIGH
DLGAP2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.98740676942285,7.31545088485719e-48,DOWN,HIGH
DLL3,3.0,0.0,Missense_Mutation,2.71752755625948,2.74610036407794e-31,UP,HIGH
DMBX1,3.0,9.799e-05,Missense_Mutation,3.07113889448256,2.4560520519066e-55,UP,HIGH
DMD,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Del, Splice_Site",-3.00341533919137,1.92332944598091e-104,DOWN,HIGH
DMGDH,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",-2.99860770435789,5.60187997622215e-133,DOWN,HIGH
DMP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",3.28242292617153,3.36035949756364e-39,UP,HIGH
DMRT2,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",-2.81479223747403,3.80109961092674e-74,DOWN,HIGH
DNA2,3.0,0.0,Missense_Mutation,1.7132356197229,3.38276168527501e-79,UP,HIGH
DNAH11,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.84311133884464,4.15641919193788e-18,UP,HIGH
DNAH3,3.0,0.0,Missense_Mutation,1.50159463485287,3.07756490154947e-14,UP,HIGH
DNAH8,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",1.78405918093885,1.08961594108282e-22,UP,HIGH
DNAJC1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.51810660939367,2.3311427136253e-49,UP,HIGH
DNAJC22,3.0,0.0001208,Missense_Mutation,1.5362124136886,2.1642990908951e-24,UP,HIGH
DNASE1L3,3.0,0.0,Missense_Mutation,-2.7978859097059,5.98665831119219e-67,DOWN,HIGH
DOCK11,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Del, Splice_Site",-2.25293452933816,8.3143746644051e-105,DOWN,HIGH
DPEP1,3.0,0.0,Missense_Mutation,2.40806652902403,1.60443048699429e-61,UP,HIGH
DPP4,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.52765069343817,1.54212484533028e-31,DOWN,HIGH
DPP6,3.0,0.0,Missense_Mutation,-2.68941847788055,5.65196205178024e-35,DOWN,HIGH
DPT,3.0,0.0,Missense_Mutation,-3.5392684270973,1.4163381905238199e-126,DOWN,HIGH
DPYSL5,3.0,0.0,Missense_Mutation,3.59227617426967,3.3024630546760904e-31,UP,HIGH
DQX1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",3.85663219899198,1.80379419076177e-86,UP,HIGH
DRD2,3.0,0.0,Missense_Mutation,-1.53042756347359,2.7122342590057997e-12,DOWN,HIGH
DRP2,3.0,0.0,Missense_Mutation,2.10075770360845,4.8324965299485696e-70,UP,HIGH
DSC1,3.0,0.0,Missense_Mutation,-2.54142683209994,6.455638334695869e-55,DOWN,HIGH
DSPP,3.0,0.0,Missense_Mutation,2.09612619720024,1.90275799279783e-10,UP,HIGH
DST,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",-2.37179688997314,7.561442236861931e-113,DOWN,HIGH
DTX1,3.0,0.0,Missense_Mutation,-2.47494811381055,2.37722986104641e-108,DOWN,HIGH
DYDC1,3.0,0.0,Missense_Mutation,3.39217753695866,9.08343332270618e-24,UP,HIGH
E2F7,3.0,0.0,Missense_Mutation,2.86012988336085,3.75961645686214e-113,UP,HIGH
EBF1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-3.05703950972223,4.568747003383239e-177,DOWN,HIGH
EBF2,3.0,0.0,Missense_Mutation,-2.2847599945425,3.69958861169218e-90,DOWN,HIGH
ECM1,3.0,0.0,Missense_Mutation,1.71899775414614,3.44067116822071e-23,UP,HIGH
ECT2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Splice_Site",1.87005830739248,5.00616230263081e-109,UP,HIGH
EDNRB,3.0,0.0,Missense_Mutation,-2.17549538056097,9.50156498180301e-86,DOWN,HIGH
EEF1A2,3.0,0.0,Missense_Mutation,3.47757980168716,2.06869554096434e-60,UP,HIGH
EGFLAM,3.0,0.0,Missense_Mutation,-1.77978698777722,2.5656474208807797e-92,DOWN,HIGH
EGFR,3.0,0.0,Missense_Mutation,-1.87743325419617,1.06451438807147e-25,DOWN,HIGH
EGR2,3.0,0.0,Missense_Mutation,-2.20648378252573,4.47911189301212e-64,DOWN,HIGH
EHD2,3.0,0.0,Missense_Mutation,-1.98012275975391,2.36322578685698e-113,DOWN,HIGH
ELANE,3.0,0.0,Missense_Mutation,-2.33670439680099,7.09142509932254e-35,DOWN,HIGH
ELFN2,3.0,0.0,Missense_Mutation,2.39970619143836,1.7179406637396197e-30,UP,HIGH
ELMOD3,3.0,0.0,"Missense_Mutation, Splice_Site",-1.51836818432316,1.85190632768109e-148,DOWN,HIGH
ELOVL3,3.0,0.0,Missense_Mutation,-1.84835624803162,5.44678853598862e-28,DOWN,HIGH
EME1,3.0,0.0,Missense_Mutation,2.60331634137774,3.7719946844402103e-113,UP,HIGH
ENO2,3.0,0.0,Missense_Mutation,1.50868086197206,4.025437179472359e-34,UP,HIGH
ENPP2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.72343992165029,2.51553018307273e-100,DOWN,HIGH
EPAS1,3.0,0.0,Missense_Mutation,-1.98263831129226,4.86607593617425e-124,DOWN,HIGH
EPB41L2,3.0,0.0,Missense_Mutation,-1.66741745884703,1.0546107329916e-79,DOWN,HIGH
EPHB1,3.0,0.0,Missense_Mutation,-2.2304400220673,1.0882790714392e-44,DOWN,HIGH
EPN3,3.0,0.0,Missense_Mutation,2.17697801462071,8.431842002587519e-71,UP,HIGH
EPYC,3.0,0.0,Missense_Mutation,6.0118097975202,5.23835525661892e-150,UP,HIGH
ERBB2,3.0,0.0,"Missense_Mutation, In_Frame_Ins",1.90352549262825,3.6903179440617304e-31,UP,HIGH
ERCC6L,3.0,0.0,Missense_Mutation,2.83095626455771,2.7330330211960996e-159,UP,HIGH
ERG,3.0,0.0,Missense_Mutation,-1.68818134984824,4.78431625787924e-89,DOWN,HIGH
ERMN,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.58145336007572,1.07797626168836e-59,UP,HIGH
ESCO2,3.0,0.0,Missense_Mutation,2.70384331951444,1.12214721226643e-134,UP,HIGH
ESR1,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, In_Frame_Del",1.6999556887654,1.38027376440554e-18,UP,HIGH
ESR2,3.0,0.0,Missense_Mutation,-1.92799908896235,4.3485175368235196e-77,DOWN,HIGH
ESRP1,3.0,0.0,Missense_Mutation,1.60604035957224,8.77247531032242e-80,UP,HIGH
EVPL,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.66381525845941,8.32249429240951e-66,UP,HIGH
EZH2,3.0,0.0,Missense_Mutation,2.31245056796096,1.1414723088369e-140,UP,HIGH
F10,3.0,0.0,Missense_Mutation,-2.57599228227675,2.2040396622971702e-105,DOWN,HIGH
F13B,3.0,0.0,Missense_Mutation,2.0103939703758,1.35628603586349e-08,UP,HIGH
F2,3.0,0.0,Missense_Mutation,1.90096582560872,1.0484704103950601e-15,UP,HIGH
F8,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Frame_Shift_Ins, Nonsense_Mutation",-1.75738131575841,1.52891139589513e-107,DOWN,HIGH
FABP9,3.0,0.0,Missense_Mutation,-2.62144474794334,2.90937332154794e-08,DOWN,HIGH
FADS3,3.0,0.0,Missense_Mutation,-1.57270510424071,2.34519745785874e-72,DOWN,HIGH
FAM135B,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.33638092042273,1.5110765606389e-23,UP,HIGH
FAM13C,3.0,0.0,Missense_Mutation,-2.27398062336509,5.74215282725886e-91,DOWN,HIGH
FAM177B,3.0,0.0,Missense_Mutation,1.60996534113794,3.13598462803045e-13,UP,HIGH
FAM189A2,3.0,0.0,Missense_Mutation,-2.13421986749394,7.46954556842105e-45,DOWN,HIGH
FAM71A,3.0,0.0,Missense_Mutation,-2.03457537410307,5.69428623622647e-49,DOWN,HIGH
FAM83A,3.0,0.0,Missense_Mutation,2.71284399352964,2.16929848120412e-29,UP,HIGH
FANCA,3.0,0.0,Missense_Mutation,1.88065499482569,2.3340556507745e-69,UP,HIGH
FANCI,3.0,0.0,"Missense_Mutation, Splice_Site",1.95164285645933,7.597423054590471e-117,UP,HIGH
FAT2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, In_Frame_Del",-2.18810962528325,2.427339978548e-30,DOWN,HIGH
FAT4,3.0,0.0,Missense_Mutation,-1.63547109685194,1.87825268788459e-35,DOWN,HIGH
FBN2,3.0,0.0,"Missense_Mutation, Splice_Site",2.96655366633978,1.08081070220346e-69,UP,HIGH
FBN3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",1.58448987210565,4.00207762162308e-11,UP,HIGH
FBXO43,3.0,0.0,Missense_Mutation,2.36414655240841,9.569859077489531e-93,UP,HIGH
FCGR1A,3.0,0.0,Missense_Mutation,1.62094523853838,1.5426533708963101e-59,UP,HIGH
FEN1,3.0,0.0,Missense_Mutation,1.60114580748273,7.739895914092161e-91,UP,HIGH
FER1L6,3.0,0.0,"Missense_Mutation, Splice_Site",1.63997858046918,1.25979243987619e-16,UP,HIGH
FEZF2,3.0,0.0,Missense_Mutation,-1.55710553420867,1.29946092025085e-13,DOWN,HIGH
FGD3,3.0,0.0,Missense_Mutation,2.04346799359567,1.4322096228179901e-46,UP,HIGH
FGF7,3.0,0.0,Missense_Mutation,-1.68001144340422,6.1289711506542e-38,DOWN,HIGH
FHL1,3.0,0.0,Missense_Mutation,-5.03043702770887,2.4674546603099097e-283,DOWN,HIGH
FILIP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.52910307714483,1.41501655872869e-41,DOWN,HIGH
FLNC,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.59622258708677,7.79289378793064e-35,DOWN,HIGH
FMO2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-3.2215576230733,6.96916065780628e-82,DOWN,HIGH
FN1,3.0,0.0,"Missense_Mutation, Splice_Site",2.85222089469813,4.24931553798745e-118,UP,HIGH
FOXA1,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Frame_Shift_Del, In_Frame_Del",1.80748822468407,2.61825765713356e-30,UP,HIGH
FOXD3,3.0,0.0,Missense_Mutation,2.9903688462893,1.2676109169431799e-40,UP,HIGH
FOXO1,3.0,0.0,Missense_Mutation,-1.85908932425299,1.3764877863804602e-113,DOWN,HIGH
FOXP2,3.0,0.0,Missense_Mutation,-1.7391575818114,3.7378169156697e-55,DOWN,HIGH
FOXP3,3.0,5.382e-05,Missense_Mutation,2.11534313883062,9.20104571868773e-75,UP,HIGH
FREM1,3.0,0.0,"Missense_Mutation, In_Frame_Del",-2.91832630406789,2.9020799868104198e-80,DOWN,HIGH
FRMD1,3.0,0.0,Missense_Mutation,-4.40074213574329,4.3250192983961e-132,DOWN,HIGH
FRMPD4,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.7073052522529,9.24189232697486e-22,DOWN,HIGH
FSIP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.68716776868412,1.48472760300408e-43,UP,HIGH
FSTL5,3.0,0.0,Missense_Mutation,1.71673292955373,2.58861195284199e-07,UP,HIGH
FTHL17,3.0,0.0,Missense_Mutation,4.17077098498003,1.6546642617848798e-11,UP,HIGH
FUT2,3.0,0.0,Missense_Mutation,1.61879726768781,5.0492180451947795e-34,UP,HIGH
GABRA1,3.0,0.0,Missense_Mutation,1.88965168027882,3.2560631580202702e-09,UP,HIGH
GABRA2,3.0,0.0,Missense_Mutation,-1.58886580022788,2.9970792269034004e-10,DOWN,HIGH
GABRA3,3.0,0.0,Missense_Mutation,3.88488842404096,1.34171076068982e-27,UP,HIGH
GABRA4,3.0,0.0,Missense_Mutation,-2.79544291201656,4.1285581901357494e-30,DOWN,HIGH
GABRA5,3.0,0.0,Missense_Mutation,3.62606152644214,1.0148611085008199e-30,UP,HIGH
GABRE,3.0,0.0,Missense_Mutation,-2.43199984967863,7.108710088365999e-35,DOWN,HIGH
GABRG1,3.0,0.0,Missense_Mutation,-2.28728731071533,2.11084089558942e-29,DOWN,HIGH
GABRQ,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",4.12841875803395,2.1742105300846198e-36,UP,HIGH
GABRR3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",1.81667109934662,2.19966934599252e-05,UP,HIGH
GAL,3.0,0.0,Missense_Mutation,2.37361499167987,2.67722985277376e-27,UP,HIGH
GALNT5,3.0,0.0,Missense_Mutation,1.76226420671651,2.8874604910551097e-22,UP,HIGH
GATA3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Frame_Shift_Ins, Splice_Site, Nonsense_Mutation",1.80215683613815,2.34570625737423e-37,UP,HIGH
GBE1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.56159799380885,1.53748494781848e-97,DOWN,HIGH
GBP5,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",2.5450444924996,6.88287451910569e-49,UP,HIGH
GDF10,3.0,0.0,Missense_Mutation,-3.10020435868158,1.5297909930035898e-49,DOWN,HIGH
GDF9,3.0,0.0,Missense_Mutation,1.64560852750515,2.4915408246130402e-20,UP,HIGH
GFAP,3.0,0.0,Missense_Mutation,-2.45130841318308,7.659795400589661e-37,DOWN,HIGH
GFRA2,3.0,0.0,Missense_Mutation,-2.10133494310356,5.05101337785359e-37,DOWN,HIGH
GHRH,3.0,0.0,Missense_Mutation,2.00528232959968,2.54073130863826e-09,UP,HIGH
GIMAP5,3.0,0.0,Missense_Mutation,-1.50880625421396,1.48149903645605e-39,DOWN,HIGH
GIMAP6,3.0,0.0,Missense_Mutation,-1.58194374384288,1.17956095602385e-67,DOWN,HIGH
GIMAP8,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.88361142565552,3.29534114682821e-98,DOWN,HIGH
GINS1,3.0,0.0,Missense_Mutation,2.48252316948697,4.01279064138195e-147,UP,HIGH
GLDC,3.0,0.0,"Missense_Mutation, Splice_Site, Nonsense_Mutation",3.01503543858537,3.08388467217698e-36,UP,HIGH
GLP2R,3.0,0.0,Missense_Mutation,-3.40492232748243,1.8755911164887301e-44,DOWN,HIGH
GNAI1,3.0,0.0,Missense_Mutation,-2.49563528041013,6.84560896436165e-123,DOWN,HIGH
GP2,3.0,0.0,Missense_Mutation,2.57800836352213,2.75960622914951e-20,UP,HIGH
GPAM,3.0,0.0,Missense_Mutation,-4.43188862427793,0.0,DOWN,HIGH
GPC2,3.0,0.0,Missense_Mutation,1.87173112020546,2.33719712639773e-31,UP,HIGH
GPC3,3.0,0.0,Missense_Mutation,-2.54162067700778,4.22377240401151e-45,DOWN,HIGH
GPD1,3.0,0.0,Missense_Mutation,-5.31337554323929,5.322428306798951e-131,DOWN,HIGH
GPR139,3.0,0.0,Missense_Mutation,3.86056613920034,9.8599091004518e-22,UP,HIGH
GPR15,3.0,0.0,Missense_Mutation,-1.55679604486224,1.37074453959949e-10,DOWN,HIGH
GPR158,3.0,0.0,"Missense_Mutation, Frame_Shift_Del, Nonsense_Mutation",2.37014273168146,7.2015613645475e-29,UP,HIGH
GPR182,3.0,0.0,Missense_Mutation,-2.20322738376609,3.75298534355196e-51,DOWN,HIGH
GPR6,3.0,0.0,Missense_Mutation,1.9109695337665,6.72674517244626e-08,UP,HIGH
GPR84,3.0,0.0,Missense_Mutation,1.88313999380134,3.7958088315952297e-50,UP,HIGH
GPRASP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.03570189734568,1.73144873606926e-84,DOWN,HIGH
GPRASP2,3.0,0.0,Missense_Mutation,-1.64988878363418,2.5882117412122498e-42,DOWN,HIGH
GPX3,3.0,0.0,Missense_Mutation,-3.70846720415754,3.6256916478787604e-149,DOWN,HIGH
GRIA2,3.0,0.0,Missense_Mutation,3.26421176212877,4.45510134934139e-24,UP,HIGH
GRIA4,3.0,0.0,Missense_Mutation,-3.28861591790976,9.80250485065767e-50,DOWN,HIGH
GRIN2B,3.0,0.0,Missense_Mutation,-2.10244772199578,2.9923068666817e-25,DOWN,HIGH
GRIN2D,3.0,0.0,"Missense_Mutation, Splice_Site",2.14869031299448,1.75296069528588e-56,UP,HIGH
GRM4,3.0,0.0,Missense_Mutation,5.41550384061605,1.7737645909531e-141,UP,HIGH
GTSE1,3.0,0.0,Missense_Mutation,3.02579634275241,2.55103432493479e-157,UP,HIGH
GYG2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-4.14550688003427,5.75997519054371e-226,DOWN,HIGH
GYS2,3.0,0.0,Missense_Mutation,-4.77502373929646,4.48768619884577e-105,DOWN,HIGH
HAP1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation, Frame_Shift_Del",-1.65447631721387,5.45363299205378e-21,DOWN,HIGH
HAPLN1,3.0,0.0,Missense_Mutation,4.88681598647703,2.14681337651445e-101,UP,HIGH
HAS1,3.0,0.0,Missense_Mutation,-2.27427058084283,7.011383371719179e-28,DOWN,HIGH
HCRTR1,3.0,0.0,Missense_Mutation,-1.79353227387141,1.74584675556858e-28,DOWN,HIGH
HGFAC,3.0,0.0,Missense_Mutation,1.52410125460701,3.86295700300725e-17,UP,HIGH
HHATL,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",-2.97523203010238,3.4173473997100096e-36,DOWN,HIGH
HHIPL2,3.0,0.0,Missense_Mutation,3.08454044690005,2.39180995274922e-47,UP,HIGH
HIF3A,3.0,0.0,Missense_Mutation,-3.68769890748744,1.44546173258269e-85,DOWN,HIGH
HLF,3.0,0.0,Missense_Mutation,-2.87661628248618,1.0808975877568799e-79,DOWN,HIGH
HMGA2,3.0,0.0,Missense_Mutation,1.55793101365662,1.22975447657693e-20,UP,HIGH
HMGB3,3.0,0.0,Missense_Mutation,2.40185683967582,4.979201374203481e-112,UP,HIGH
HMMR,3.0,0.0,"Missense_Mutation, Splice_Site",3.04170127248099,4.1590825877887905e-183,UP,HIGH
HMSD,3.0,0.0,Missense_Mutation,1.5069447997902,1.59704192553919e-10,UP,HIGH
HORMAD1,3.0,0.0,"Missense_Mutation, Splice_Site",4.19639027257683,3.95710084835404e-39,UP,HIGH
HOXA7,3.0,0.0,Missense_Mutation,-1.97363454106189,6.90633222314813e-33,DOWN,HIGH
HOXB5,3.0,0.0,Missense_Mutation,1.92621665691807,1.73499691110972e-19,UP,HIGH
HOXB9,3.0,0.0,Missense_Mutation,2.31369452567304,3.91929384429267e-41,UP,HIGH
HPD,3.0,0.0,Missense_Mutation,-2.90564810544796,1.1494111870256e-67,DOWN,HIGH
HPDL,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",1.88616321131682,9.13358881327791e-24,UP,HIGH
HPX,3.0,0.0,Missense_Mutation,1.99412517017082,1.3748527089403801e-21,UP,HIGH
HRH3,3.0,0.0,Missense_Mutation,1.77704500119281,4.16196021672023e-13,UP,HIGH
HS3ST3A1,3.0,0.0,Missense_Mutation,1.84473954690028,7.79204631257396e-49,UP,HIGH
HS3ST5,3.0,0.0,Missense_Mutation,2.40033479391027,1.2865070914541599e-16,UP,HIGH
HS6ST3,3.0,0.0,Missense_Mutation,2.81842818423203,5.51924798687463e-40,UP,HIGH
HSD11B1,3.0,0.0,Missense_Mutation,-2.45615224968283,8.05523635732598e-50,DOWN,HIGH
HSD17B6,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.99612405239894,3.31359928300095e-204,UP,HIGH
HSPA6,3.0,0.0,Missense_Mutation,1.56221836969761,1.36394826232097e-33,UP,HIGH
HTR1D,3.0,0.0,Missense_Mutation,3.57026226566751,6.1515170768036e-89,UP,HIGH
HTR2A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.46800882909121,2.5969721150100996e-43,DOWN,HIGH
HTR2C,3.0,0.0,Missense_Mutation,2.05154919688974,4.40301155490257e-07,UP,HIGH
HTR3A,3.0,0.0,"Missense_Mutation, Nonstop_Mutation",2.44598994891912,3.07601031996815e-21,UP,HIGH
IDO2,3.0,0.0,Missense_Mutation,1.5073169469909,2.86543479161631e-13,UP,HIGH
IGFALS,3.0,0.0,Missense_Mutation,2.85124016523832,6.628923367568019e-48,UP,HIGH
IGFL2,3.0,0.0,Missense_Mutation,3.15964611832359,7.77637140631439e-65,UP,HIGH
IGSF10,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.75895405537698,3.8765486297721396e-55,DOWN,HIGH
IGSF9,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.95258461169366,1.93001109573275e-79,UP,HIGH
IL17B,3.0,0.0,Missense_Mutation,-2.08511771180816,5.52086518185099e-24,DOWN,HIGH
IL6,3.0,0.0,Missense_Mutation,-2.80003673339074,7.274254516811591e-47,DOWN,HIGH
IQGAP3,3.0,0.0,"Missense_Mutation, In_Frame_Del",3.67569440519905,4.3586348580274303e-225,UP,HIGH
ITGA7,3.0,0.0,Missense_Mutation,-3.68292789635215,9.94162635106511e-178,DOWN,HIGH
ITIH5,3.0,0.0,Missense_Mutation,-4.02859398429563,2.74474803527086e-190,DOWN,HIGH
ITLN2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.93943776457345,1.78508534597064e-08,UP,HIGH
ITM2A,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.23614971484021,3.0575449368954405e-67,DOWN,HIGH
ITPRIPL1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.3938959154288,5.97568346185029e-81,DOWN,HIGH
ITSN1,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins, Splice_Site",-1.84776646727877,3.1304126087119702e-167,DOWN,HIGH
IVL,3.0,0.0,Missense_Mutation,3.20148885860143,7.56149058012198e-24,UP,HIGH
IYD,3.0,0.0001307,Missense_Mutation,1.78979676837058,7.37913149252316e-13,UP,HIGH
JAM2,3.0,0.0,Missense_Mutation,-1.99588258423583,3.38432494482156e-96,DOWN,HIGH
JPH1,3.0,0.0,Missense_Mutation,1.57023805119302,5.662941194640189e-29,UP,HIGH
JPH2,3.0,0.0,Missense_Mutation,-2.39825832112579,1.39671770857566e-52,DOWN,HIGH
KANK1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.89904364656418,1.84351692230202e-97,DOWN,HIGH
KANK3,3.0,0.0,"Missense_Mutation, Frame_Shift_Del",-1.63754990274711,5.36388621987372e-70,DOWN,HIGH
KCNA1,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-2.0562755759617,1.03001719862432e-28,DOWN,HIGH
KCNA2,3.0,0.0,"Missense_Mutation, In_Frame_Del",-2.7482152166221,1.21182577920748e-47,DOWN,HIGH
KCNA4,3.0,0.0,Missense_Mutation,-3.19285817135102,7.659795400589661e-37,DOWN,HIGH
KCNAB1,3.0,0.0,Missense_Mutation,-1.70300890305022,1.48162433748077e-69,DOWN,HIGH
KCNE1,3.0,0.0,Missense_Mutation,-3.21532184336616,4.9538867668569505e-76,DOWN,HIGH
KCNG1,3.0,0.0,Missense_Mutation,2.22673007148103,1.09859623386475e-20,UP,HIGH
KCNG3,3.0,0.0,Missense_Mutation,2.68116355989034,7.96535677650824e-49,UP,HIGH
KCNH1,3.0,0.0,Missense_Mutation,2.93674144280886,9.63114616819821e-54,UP,HIGH
KCNH2,3.0,0.0,Missense_Mutation,2.28363696698495,6.16147709994671e-32,UP,HIGH
KCNH8,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.99728841055191,5.21105675924259e-24,DOWN,HIGH
KCNJ16,3.0,0.0,Missense_Mutation,-2.80391754527515,3.27635758913997e-24,DOWN,HIGH
KCNJ4,3.0,0.0,Missense_Mutation,2.06703975253639,2.83750952513704e-15,UP,HIGH
KCNK1,3.0,0.0,Missense_Mutation,1.91427816999577,1.79580767747487e-34,UP,HIGH
KCNK9,3.0,0.0,Missense_Mutation,2.08722127845827,6.49862880814431e-22,UP,HIGH
KCNMB2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",-1.5794457691967,6.138666979122699e-17,DOWN,HIGH
KCNQ2,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",1.75284071909035,3.00516158123529e-13,UP,HIGH
KCTD14,3.0,0.0,Missense_Mutation,-1.63244270885308,2.1948577994287e-15,DOWN,HIGH
KCTD8,3.0,0.0,"Missense_Mutation, Frame_Shift_Ins",-1.6967120902239,2.8637798422794303e-15,DOWN,HIGH
KIAA0319,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.38709034687123,3.6211851075604103e-31,UP,HIGH
KIAA0408,3.0,0.0,Missense_Mutation,-5.00945981370952,4.1199527028545704e-120,DOWN,HIGH
KIF11,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.48894974343779,1.9920239168752002e-153,UP,HIGH
KIF15,3.0,0.0,"Missense_Mutation, Nonsense_Mutation",2.57206691414436,1.39177562853206e-126,UP,HIGH
KIF18B,3.0,0.0,Missense_Mutation,3.44603821376408,2.61141958077311e-160,UP,HIGH
